PersonID,FullName,PreferredName,IsPermittedToLogon,LogonName,IsExternalLogonProvider,IsSystemUser,IsEmployee,IsSalesperson,UserPreferences,PhoneNumber,FaxNumber,EmailAddress
1086,Parsa Blijleven,Parsa,1,parsa@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(206) 555-0100,(206) 555-0101,parsa@tailspintoys.com
1087,Adrijana Blagojevic,Adrijana,1,adrijana@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(206) 555-0100,(206) 555-0101,adrijana@tailspintoys.com
1088,Lina Martins,Lina,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,lina@tailspintoys.com
1089,Lap Dinh,Lap,0,NO LOGON,0,0,0,0,NULL,(240) 555-0100,(240) 555-0101,lap@tailspintoys.com
1090,August Astrom,August,0,NO LOGON,0,0,0,0,NULL,(240) 555-0100,(240) 555-0101,august@tailspintoys.com
1091,Didem ozCelik,Didem,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,didem@tailspintoys.com
1092,Krista Andrejev,Krista,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,krista@tailspintoys.com
1093,Serhat Akbulut,Serhat,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,serhat@tailspintoys.com
1094,Nadja Johansson,Nadja,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,nadja@tailspintoys.com
1095,Daniela Barrios,Daniela,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,daniela@tailspintoys.com
1096,Daina Celma,Daina,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,daina@tailspintoys.com
1097,Julia Slobodova,Julia,0,NO LOGON,0,0,0,0,NULL,(231) 555-0100,(231) 555-0101,julia@tailspintoys.com
1098,Raimonds Kalnins,Raimonds,1,raimonds@tailspintoys.com,0,0,0,0,"{""theme"":""black-tie"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(231) 555-0100,(231) 555-0101,raimonds@tailspintoys.com
1099,Marcela Jankova,Marcela,0,NO LOGON,0,0,0,0,NULL,(304) 555-0100,(304) 555-0101,marcela@tailspintoys.com
1100,Predrag Stojanovic,Predrag,0,NO LOGON,0,0,0,0,NULL,(304) 555-0100,(304) 555-0101,predrag@tailspintoys.com
1101,Dipali Sonkar,Dipali,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,dipali@tailspintoys.com
1102,Mariana Apodaca,Mariana,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,mariana@tailspintoys.com
1103,Bansidhar Mitra,Bansidhar,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,bansidhar@tailspintoys.com
1104,Liia Mae,Liia,1,liia@tailspintoys.com,0,0,0,0,"{""theme"":""le-frog"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(209) 555-0100,(209) 555-0101,liia@tailspintoys.com
1105,Gunnar Persson,Gunnar,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,gunnar@tailspintoys.com
1106,Parvati Modi,Parvati,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,parvati@tailspintoys.com
1107,Vitezslav Rehak,Vitezslav,1,vitezslav@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(215) 555-0100,(215) 555-0101,vitezslav@tailspintoys.com
1108,Parsa Van Vossen,Parsa,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,parsa@tailspintoys.com
1109,Bharat Sikdar,Bharat,0,NO LOGON,0,0,0,0,NULL,(229) 555-0100,(229) 555-0101,bharat@tailspintoys.com
1110,Alain Aupry,Alain,0,NO LOGON,0,0,0,0,NULL,(229) 555-0100,(229) 555-0101,alain@tailspintoys.com
1111,Juan Bezanson,Juan,1,juan@tailspintoys.com,0,0,0,0,"{""theme"":""le-frog"",""dateFormat"":""yy-mm-dd"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(206) 555-0100,(206) 555-0101,juan@tailspintoys.com
1112,Ruby Charlton,Ruby,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,ruby@tailspintoys.com
1113,Aile Mae,Aile,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,aile@tailspintoys.com
1114,Margherita Lucchesi,Margherita,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,margherita@tailspintoys.com
1115,Pratap Varghese,Pratap,1,pratap@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(276) 555-0100,(276) 555-0101,pratap@tailspintoys.com
1116,Marcel Marquis,Marcel,1,marcel@tailspintoys.com,0,0,0,0,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(276) 555-0100,(276) 555-0101,marcel@tailspintoys.com
1117,Margita Kopecka,Margita,0,NO LOGON,0,0,0,0,NULL,(339) 555-0100,(339) 555-0101,margita@tailspintoys.com
1118,Mirjam Johansson,Mirjam,0,NO LOGON,0,0,0,0,NULL,(339) 555-0100,(339) 555-0101,mirjam@tailspintoys.com
1119,Lekha Mitra,Lekha,0,NO LOGON,0,0,0,0,NULL,(304) 555-0100,(304) 555-0101,lekha@tailspintoys.com
1120,Seeta Bose,Seeta,0,NO LOGON,0,0,0,0,NULL,(304) 555-0100,(304) 555-0101,seeta@tailspintoys.com
1121,Abhoy PrabhupÄda,Abhoy,1,abhoy@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""yy-mm-dd"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(423) 555-0100,(423) 555-0101,abhoy@tailspintoys.com
1122,Seok-Ho Jeon,Seok-Ho,0,NO LOGON,0,0,0,0,NULL,(423) 555-0100,(423) 555-0101,seok-ho@tailspintoys.com
1123,Alida Caune,Alida,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,alida@tailspintoys.com
1124,Indiana Fritzsche,Indiana,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,indiana@tailspintoys.com
1125,Agnes Szolosy,Agnes,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,agnes@tailspintoys.com
1126,Yu-jin Jee,Yu-jin,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,yu-jin@tailspintoys.com
1127,Rohana Kaskar,Rohana,0,NO LOGON,0,0,0,0,NULL,(207) 555-0100,(207) 555-0101,rohana@tailspintoys.com
1128,Grieta Kalnina,Grieta,0,NO LOGON,0,0,0,0,NULL,(207) 555-0100,(207) 555-0101,grieta@tailspintoys.com
1129,Hanuman Dubey,Hanuman,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,hanuman@tailspintoys.com
1130,Paola Loggia,Paola,1,paola@tailspintoys.com,0,0,0,0,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(210) 555-0100,(210) 555-0101,paola@tailspintoys.com
1131,Bao Dao,Bao,0,NO LOGON,0,0,0,0,NULL,(339) 555-0100,(339) 555-0101,bao@tailspintoys.com
1132,Viljo Lampsa,Viljo,0,NO LOGON,0,0,0,0,NULL,(339) 555-0100,(339) 555-0101,viljo@tailspintoys.com
1133,Preyakshna Aluri,Preyakshna,0,NO LOGON,0,0,0,0,NULL,(701) 555-0100,(701) 555-0101,preyakshna@tailspintoys.com
1134,Chandan Raut,Chandan,0,NO LOGON,0,0,0,0,NULL,(701) 555-0100,(701) 555-0101,chandan@tailspintoys.com
1135,Valentina Conti,Valentina,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,valentina@tailspintoys.com
1136,Narayan Mukherjee,Narayan,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,narayan@tailspintoys.com
1137,Theodore Saucier,Theodore,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,theodore@tailspintoys.com
1138,Chaowalit Pornpipatpong,Chaowalit,1,chaowalit@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(209) 555-0100,(209) 555-0101,chaowalit@tailspintoys.com
1139,Mariana Fierro,Mariana,0,NO LOGON,0,0,0,0,NULL,(217) 555-0100,(217) 555-0101,mariana@tailspintoys.com
1140,Ivana Kozakova,Ivana,0,NO LOGON,0,0,0,0,NULL,(217) 555-0100,(217) 555-0101,ivana@tailspintoys.com
1141,Afshin Djalili,Afshin,0,NO LOGON,0,0,0,0,NULL,(231) 555-0100,(231) 555-0101,afshin@tailspintoys.com
1142,Vaclav Holy,Vaclav,0,NO LOGON,0,0,0,0,NULL,(231) 555-0100,(231) 555-0101,vaclav@tailspintoys.com
1143,Bianh Phan,Bianh,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,bianh@tailspintoys.com
1144,Kanti Pipalia,Kanti,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,kanti@tailspintoys.com
1145,Koknesis Vitols,Koknesis,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,koknesis@tailspintoys.com
1146,Malle Sepp,Malle,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,malle@tailspintoys.com
1147,Roxane Rastgu,Roxane,0,NO LOGON,0,0,0,0,NULL,(787) 555-0100,(787) 555-0101,roxane@tailspintoys.com
1148,Hue Chu,Hue,0,NO LOGON,0,0,0,0,NULL,(787) 555-0100,(787) 555-0101,hue@tailspintoys.com
1149,Vlasta Srbova,Vlasta,0,NO LOGON,0,0,0,0,NULL,(203) 555-0100,(203) 555-0101,vlasta@tailspintoys.com
1150,Gadhar Ghosh,Gadhar,0,NO LOGON,0,0,0,0,NULL,(203) 555-0100,(203) 555-0101,gadhar@tailspintoys.com
1151,Lata Babu,Lata,0,NO LOGON,0,0,0,0,NULL,(405) 555-0100,(405) 555-0101,lata@tailspintoys.com
1152,Chandra De,Chandra,0,NO LOGON,0,0,0,0,NULL,(405) 555-0100,(405) 555-0101,chandra@tailspintoys.com
1153,Airi Vassiljev,Airi,1,airi@tailspintoys.com,0,0,0,0,"{""theme"":""le-frog"",""dateFormat"":""DD, MM d, yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(229) 555-0100,(229) 555-0101,airi@tailspintoys.com
1154,Hoang La,Hoang,0,NO LOGON,0,0,0,0,NULL,(229) 555-0100,(229) 555-0101,hoang@tailspintoys.com
1155,Duleep Walia,Duleep,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,duleep@tailspintoys.com
1156,Satish Gill,Satish,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,satish@tailspintoys.com
1157,Matyas Macek,Matyas,0,NO LOGON,0,0,0,0,NULL,(316) 555-0100,(316) 555-0101,matyas@tailspintoys.com
1158,Ethan Hopkins,Ethan,0,NO LOGON,0,0,0,0,NULL,(316) 555-0100,(316) 555-0101,ethan@tailspintoys.com
1159,Bharat Ankitham,Bharat,1,bharat@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(252) 555-0100,(252) 555-0101,bharat@tailspintoys.com
1160,Be Phan,Be,0,NO LOGON,0,0,0,0,NULL,(252) 555-0100,(252) 555-0101,be@tailspintoys.com
1161,Vera Kubatova,Vera,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,vera@tailspintoys.com
1162,Diego Almeida,Diego,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,diego@tailspintoys.com
1163,Rakesh Nishad,Rakesh,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,rakesh@tailspintoys.com
1164,Huu Hoa,Huu,1,huu@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(505) 555-0100,(505) 555-0101,huu@tailspintoys.com
1165,Sang Tran,Sang,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,sang@tailspintoys.com
1166,Bela Nemeth,Bela,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,bela@tailspintoys.com
1167,Eekalabya Bose,Eekalabya,0,NO LOGON,0,0,0,0,NULL,(787) 555-0100,(787) 555-0101,eekalabya@tailspintoys.com
1168,Margherita Bucco,Margherita,0,NO LOGON,0,0,0,0,NULL,(787) 555-0100,(787) 555-0101,margherita@tailspintoys.com
1169,Tommy Kilpi,Tommy,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,tommy@tailspintoys.com
1170,Giri Bhamidipati,Giri,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,giri@tailspintoys.com
1171,Andrea Ricci,Andrea,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,andrea@tailspintoys.com
1172,Chung-Ho Han,Chung-Ho,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,chung-ho@tailspintoys.com
1173,Isabell  Duperre,"Isabell ",0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,isabell @tailspintoys.com
1174,Jasna Vujica,Jasna,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,jasna@tailspintoys.com
1175,Amarendra Ankitham,Amarendra,0,NO LOGON,0,0,0,0,NULL,(339) 555-0100,(339) 555-0101,amarendra@tailspintoys.com
1176,Isak Berggren,Isak,0,NO LOGON,0,0,0,0,NULL,(339) 555-0100,(339) 555-0101,isak@tailspintoys.com
1177,Aakarsha Nookala,Aakarsha,1,aakarsha@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(201) 555-0100,(201) 555-0101,aakarsha@tailspintoys.com
1178,Ilgonis Rozitis,Ilgonis,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,ilgonis@tailspintoys.com
1179,Stanislav Sedlar,Stanislav,0,NO LOGON,0,0,0,0,NULL,(701) 555-0100,(701) 555-0101,stanislav@tailspintoys.com
1180,Telma Arvidsson,Telma,0,NO LOGON,0,0,0,0,NULL,(701) 555-0100,(701) 555-0101,telma@tailspintoys.com
1181,GokCe Karaca,GokCe,0,NO LOGON,0,0,0,0,NULL,(603) 555-0100,(603) 555-0101,gokce@tailspintoys.com
1182,Maria Munteanu,Maria,0,NO LOGON,0,0,0,0,NULL,(603) 555-0100,(603) 555-0101,maria@tailspintoys.com
1183,Coralie Emond,Coralie,0,NO LOGON,0,0,0,0,NULL,(803) 555-0100,(803) 555-0101,coralie@tailspintoys.com
1184,Cong Trung,Cong,0,NO LOGON,0,0,0,0,NULL,(803) 555-0100,(803) 555-0101,cong@tailspintoys.com
1185,Karina Celmina,Karina,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,karina@tailspintoys.com
1186,Nik Stoimenova,Nik,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,nik@tailspintoys.com
1187,Teresa Pisani,Teresa,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,teresa@tailspintoys.com
1188,Murugan Thakur,Murugan,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,murugan@tailspintoys.com
1189,Alba Ponce,Alba,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,alba@tailspintoys.com
1190,Antra Dzene,Antra,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,antra@tailspintoys.com
1191,Piper Leigh,Piper,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,piper@tailspintoys.com
1192,Jautrite Krievina,Jautrite,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,jautrite@tailspintoys.com
1193,Karie Seymour,Karie,0,NO LOGON,0,0,0,0,NULL,(802) 555-0100,(802) 555-0101,karie@tailspintoys.com
1194,Lorenzo Lee,Lorenzo,1,lorenzo@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(802) 555-0100,(802) 555-0101,lorenzo@tailspintoys.com
1195,Timea Peto,Timea,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,timea@tailspintoys.com
1196,Amanat Shaker Doust,Amanat,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,amanat@tailspintoys.com
1197,Victoria Ene,Victoria,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,victoria@tailspintoys.com
1198,Panit Meesang,Panit,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,panit@tailspintoys.com
1199,Bhavani Bhowmick,Bhavani,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,bhavani@tailspintoys.com
1200,Ivica Debeljak,Ivica,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,ivica@tailspintoys.com
1201,Yasmine Berggren,Yasmine,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,yasmine@tailspintoys.com
1202,Anima Bagchi,Anima,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,anima@tailspintoys.com
1203,Tea Koppel,Tea,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,tea@tailspintoys.com
1204,Bozena Palatova,Bozena,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,bozena@tailspintoys.com
1205,Naseem Radan,Naseem,0,NO LOGON,0,0,0,0,NULL,(316) 555-0100,(316) 555-0101,naseem@tailspintoys.com
1206,Geza Olteanu,Geza,0,NO LOGON,0,0,0,0,NULL,(316) 555-0100,(316) 555-0101,geza@tailspintoys.com
1207,Laboni Deb,Laboni,1,laboni@tailspintoys.com,0,0,0,0,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(207) 555-0100,(207) 555-0101,laboni@tailspintoys.com
1208,Antonin Klaus,Antonin,0,NO LOGON,0,0,0,0,NULL,(207) 555-0100,(207) 555-0101,antonin@tailspintoys.com
1209,Sung-Hwan Hwang,Sung-Hwan,0,NO LOGON,0,0,0,0,NULL,(228) 555-0100,(228) 555-0101,sung-hwan@tailspintoys.com
1210,Reigo Rebane,Reigo,0,NO LOGON,0,0,0,0,NULL,(228) 555-0100,(228) 555-0101,reigo@tailspintoys.com
1211,Shiva Pipalia,Shiva,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,shiva@tailspintoys.com
1212,Aishwarya Beniwal,Aishwarya,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,aishwarya@tailspintoys.com
1213,Karie Mercier,Karie,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,karie@tailspintoys.com
1214,Milada Buresova,Milada,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,milada@tailspintoys.com
1215,Bhanu Thota,Bhanu,1,bhanu@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(314) 555-0100,(314) 555-0101,bhanu@tailspintoys.com
1216,Cyrus Poursokh,Cyrus,0,NO LOGON,0,0,0,0,NULL,(314) 555-0100,(314) 555-0101,cyrus@tailspintoys.com
1217,Ae-Cha Joo,Ae-Cha,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,ae-cha@tailspintoys.com
1218,Jawid Pourali,Jawid,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,jawid@tailspintoys.com
1219,Dinara Saparkyzy,Dinara,0,NO LOGON,0,0,0,0,NULL,(219) 555-0100,(219) 555-0101,dinara@tailspintoys.com
1220,Karel Sedlar,Karel,0,NO LOGON,0,0,0,0,NULL,(219) 555-0100,(219) 555-0101,karel@tailspintoys.com
1221,Adam Dvorak,Adam,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,adam@tailspintoys.com
1222,Dhanishta Vankayala,Dhanishta,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,dhanishta@tailspintoys.com
1223,Ingrida Celmina,Ingrida,1,ingrida@tailspintoys.com,0,0,0,0,"{""theme"":""le-frog"",""dateFormat"":""DD, MM d, yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(316) 555-0100,(316) 555-0101,ingrida@tailspintoys.com
1224,Be Dang,Be,1,be@tailspintoys.com,0,0,0,0,"{""theme"":""black-tie"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(316) 555-0100,(316) 555-0101,be@tailspintoys.com
1225,Jae-Hwa Jang,Jae-Hwa,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,jae-hwa@tailspintoys.com
1226,Clara Cunha,Clara,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,clara@tailspintoys.com
1227,Duck-Hwan Bae,Duck-Hwan,0,NO LOGON,0,0,0,0,NULL,(803) 555-0100,(803) 555-0101,duck-hwan@tailspintoys.com
1228,Surya Mishra,Surya,1,surya@tailspintoys.com,0,0,0,0,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(803) 555-0100,(803) 555-0101,surya@tailspintoys.com
1229,Jagoda Vasiljevic,Jagoda,1,jagoda@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(252) 555-0100,(252) 555-0101,jagoda@tailspintoys.com
1230,Eero Raud,Eero,0,NO LOGON,0,0,0,0,NULL,(252) 555-0100,(252) 555-0101,eero@tailspintoys.com
1231,Toma Nastase,Toma,1,toma@tailspintoys.com,0,0,0,0,"{""theme"":""black-tie"",""dateFormat"":""yy-mm-dd"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(787) 555-0100,(787) 555-0101,toma@tailspintoys.com
1232,Arjuna Haldar,Arjuna,0,NO LOGON,0,0,0,0,NULL,(787) 555-0100,(787) 555-0101,arjuna@tailspintoys.com
1233,Valerio Cardoso,Valerio,0,NO LOGON,0,0,0,0,NULL,(385) 555-0100,(385) 555-0101,valerio@tailspintoys.com
1234,Zac Wintle,Zac,0,NO LOGON,0,0,0,0,NULL,(385) 555-0100,(385) 555-0101,zac@tailspintoys.com
1235,Ileana Aguilar,Ileana,0,NO LOGON,0,0,0,0,NULL,(207) 555-0100,(207) 555-0101,ileana@tailspintoys.com
1236,Cai Nguyen,Cai,0,NO LOGON,0,0,0,0,NULL,(207) 555-0100,(207) 555-0101,cai@tailspintoys.com
1237,Tjasa Weitzer,Tjasa,0,NO LOGON,0,0,0,0,NULL,(229) 555-0100,(229) 555-0101,tjasa@tailspintoys.com
1238,Shefali Bose,Shefali,0,NO LOGON,0,0,0,0,NULL,(229) 555-0100,(229) 555-0101,shefali@tailspintoys.com
1239,Lucas Van Veenen,Lucas,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,lucas@tailspintoys.com
1240,Farzana Saidi,Farzana,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,farzana@tailspintoys.com
1241,Steven Frasier,Steven,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,steven@tailspintoys.com
1242,Amaranaath Muppavarapu,Amaranaath,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,amaranaath@tailspintoys.com
1243,Mauri Enestam,Mauri,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,mauri@tailspintoys.com
1244,Lakshmi Nair,Lakshmi,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,lakshmi@tailspintoys.com
1245,Ella Zvirbule,Ella,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,ella@tailspintoys.com
1246,Vicente ChÃ¡vez,Vicente,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,vicente@tailspintoys.com
1247,Sevim AydÄ±n,Sevim,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,sevim@tailspintoys.com
1248,Tamer Ayhan,Tamer,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,tamer@tailspintoys.com
1249,Blanka Stavinohova,Blanka,0,NO LOGON,0,0,0,0,NULL,(304) 555-0100,(304) 555-0101,blanka@tailspintoys.com
1250,Josefa Diaz,Josefa,0,NO LOGON,0,0,0,0,NULL,(304) 555-0100,(304) 555-0101,josefa@tailspintoys.com
1251,Akanksha Iyengar,Akanksha,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,akanksha@tailspintoys.com
1252,Markus Kantee,Markus,1,markus@tailspintoys.com,0,0,0,0,"{""theme"":""black-tie"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(201) 555-0100,(201) 555-0101,markus@tailspintoys.com
